"lon","lat","temp","date"
21.75,-26.75,23.8367176055908,1979-08-19
21.75,-26.75,23.6768417358398,1979-08-20
21.75,-26.75,20.0462589263916,1979-08-21
21.75,-26.75,21.4715976715088,1979-08-22
21.75,-26.75,21.9975280761719,1979-08-23
21.75,-26.75,23.0449390411377,1979-08-24
21.75,-26.75,26.9453315734863,1979-08-25
21.75,-26.75,29.5565795898438,1979-08-26
21.75,-26.75,20.83616065979,1979-08-27
21.75,-26.75,24.9708347320557,1979-08-28
21.75,-26.75,28.7657928466797,1979-08-29
21.75,-26.75,29.9086666107178,1979-08-30
21.75,-26.75,22.1421489715576,1979-08-31
21.75,-26.75,20.4651641845703,1979-09-01
21.75,-26.75,19.6869449615479,1979-09-02
21.75,-26.75,16.0835418701172,1979-09-03
21.75,-26.75,22.3908233642578,1979-09-04
21.75,-26.75,26.5637588500977,1979-09-05
21.75,-26.75,26.3339519500732,1979-09-06
21.75,-26.75,26.2378387451172,1979-09-07
21.75,-26.75,25.7939510345459,1979-09-08
21.75,-26.75,25.8688011169434,1979-09-09
21.75,-26.75,24.3902149200439,1979-09-10
21.75,-26.75,27.5467491149902,1979-09-11
21.75,-26.75,29.3357944488525,1979-09-12
21.75,-26.75,27.231819152832,1979-09-13
21.75,-26.75,27.7212867736816,1979-09-14
21.75,-26.75,33.119758605957,1979-09-15
21.75,-26.75,27.4762573242188,1979-09-16
21.75,-26.75,23.9182968139648,1979-09-17
21.75,-26.75,26.5117568969727,1979-09-18
21.75,-26.75,29.1564407348633,1979-09-19
21.75,-26.75,33.6549835205078,1979-09-20
21.75,-26.75,28.7139739990234,1979-09-21
21.75,-26.75,30.1971282958984,1979-09-22
21.75,-26.75,30.8159408569336,1979-09-23
21.75,-26.75,25.5058765411377,1979-09-24
21.75,-26.75,28.4407482147217,1979-09-25
21.75,-26.75,28.5431671142578,1979-09-26
21.75,-26.75,22.7821197509766,1979-09-27
21.75,-26.75,28.5118827819824,1979-09-28
21.75,-26.75,27.0506687164307,1979-09-29
21.75,-26.75,25.4472408294678,1979-09-30
21.75,-26.75,32.0791015625,1979-10-01
21.75,-26.75,30.9631748199463,1979-10-02
21.75,-26.75,27.6031589508057,1979-10-03
21.75,-26.75,31.5164070129395,1979-10-04
21.75,-26.75,33.0238380432129,1979-10-05
21.75,-26.75,36.5784645080566,1979-10-06
21.75,-26.75,36.0123252868652,1979-10-07
21.75,-26.75,35.3462791442871,1979-10-08
21.75,-26.75,33.3290176391602,1979-10-09
21.75,-26.75,33.977970123291,1979-10-10
21.75,-26.75,30.8139686584473,1979-10-11
21.75,-26.75,28.213794708252,1979-10-12
21.75,-26.75,32.1417961120605,1979-10-13
21.75,-26.75,34.7925148010254,1979-10-14
21.75,-26.75,32.9179191589355,1979-10-15
21.75,-26.75,31.707052230835,1979-10-16
21.75,-26.75,34.8090476989746,1979-10-17
21.75,-26.75,29.394510269165,1979-10-18
21.75,-26.75,25.2010059356689,1979-10-19
21.75,-26.75,22.243257522583,1979-10-20
21.75,-26.75,21.3418865203857,1979-10-21
21.75,-26.75,23.1294822692871,1979-10-22
21.75,-26.75,25.4299354553223,1979-10-23
21.75,-26.75,30.605073928833,1979-10-24
21.75,-26.75,35.9598579406738,1979-10-25
21.75,-26.75,36.9132232666016,1979-10-26
21.75,-26.75,35.8108100891113,1979-10-27
21.75,-26.75,26.3816623687744,1979-10-28
21.75,-26.75,27.341028213501,1979-10-29
21.75,-26.75,30.9854183197021,1979-10-30
21.75,-26.75,31.3857421875,1979-10-31
21.75,-26.75,34.1361198425293,1979-11-01
21.75,-26.75,33.2212104797363,1979-11-02
21.75,-26.75,33.7739067077637,1979-11-03
21.75,-26.75,36.1304893493652,1979-11-04
21.75,-26.75,34.9907913208008,1979-11-05
21.75,-26.75,34.7037315368652,1979-11-06
21.75,-26.75,37.6778831481934,1979-11-07
21.75,-26.75,31.2602424621582,1979-11-08
21.75,-26.75,30.649393081665,1979-11-09
21.75,-26.75,30.2820167541504,1979-11-10
21.75,-26.75,33.3337135314941,1979-11-11
21.75,-26.75,31.4051933288574,1979-11-12
21.75,-26.75,28.4426097869873,1979-11-13
21.75,-26.75,31.7975273132324,1979-11-14
21.75,-26.75,32.8472671508789,1979-11-15
21.75,-26.75,33.244987487793,1979-11-16
21.75,-26.75,35.2928047180176,1979-11-17
21.75,-26.75,36.3560943603516,1979-11-18
21.75,-26.75,35.3716697692871,1979-11-19
21.75,-26.75,35.3036880493164,1979-11-20
21.75,-26.75,33.6904716491699,1979-11-21
21.75,-26.75,35.2429962158203,1979-11-22
21.75,-26.75,37.3572158813477,1979-11-23
21.75,-26.75,28.579008102417,1979-11-24
21.75,-26.75,32.4844055175781,1979-11-25
21.75,-26.75,34.7820472717285,1979-11-26
21.75,-26.75,34.1741218566895,1979-11-27
21.75,-26.75,33.8948860168457,1979-11-28
21.75,-26.75,36.1509590148926,1979-11-29
21.75,-26.75,38.5332374572754,1979-11-30
21.75,-26.75,38.5179405212402,1979-12-01
21.75,-26.75,37.440113067627,1979-12-02
21.75,-26.75,36.5439300537109,1979-12-03
21.75,-26.75,31.8170680999756,1979-12-04
21.75,-26.75,34.8457832336426,1979-12-05
21.75,-26.75,35.4329566955566,1979-12-06
21.75,-26.75,35.0421981811523,1979-12-07
21.75,-26.75,35.9185028076172,1979-12-08
21.75,-26.75,35.9667510986328,1979-12-09
21.75,-26.75,35.7345275878906,1979-12-10
21.75,-26.75,36.5353164672852,1979-12-11
21.75,-26.75,39.4672737121582,1979-12-12
21.75,-26.75,36.3656997680664,1979-12-13
21.75,-26.75,39.1226806640625,1979-12-14
21.75,-26.75,36.7995719909668,1979-12-15
21.75,-26.75,35.8959045410156,1979-12-16
21.75,-26.75,38.4997215270996,1979-12-17
21.75,-26.75,40.2724533081055,1979-12-18
21.75,-26.75,40.9078559875488,1979-12-19
21.75,-26.75,39.4035491943359,1979-12-20
21.75,-26.75,40.4437866210938,1979-12-21
21.75,-26.75,39.3628120422363,1979-12-22
21.75,-26.75,36.6626663208008,1979-12-23
21.75,-26.75,37.6503791809082,1979-12-24
21.75,-26.75,32.2288551330566,1979-12-25
21.75,-26.75,32.4604263305664,1979-12-26
21.75,-26.75,33.4617881774902,1979-12-27
21.75,-26.75,35.2375068664551,1979-12-28
21.75,-26.75,37.3905143737793,1979-12-29
21.75,-26.75,37.9008293151855,1979-12-30
21.75,-26.75,37.785514831543,1979-12-31
21.75,-26.75,40.9295768737793,1980-01-01
21.75,-26.75,35.8427658081055,1980-01-02
21.75,-26.75,36.751277923584,1980-01-03
21.75,-26.75,39.7150611877441,1980-01-04
21.75,-26.75,37.194896697998,1980-01-05
21.75,-26.75,34.5932083129883,1980-01-06
21.75,-26.75,31.5364799499512,1980-01-07
21.75,-26.75,32.7610549926758,1980-01-08
21.75,-26.75,34.0678215026855,1980-01-09
21.75,-26.75,36.4508819580078,1980-01-10
21.75,-26.75,37.3651542663574,1980-01-11
21.75,-26.75,37.3113708496094,1980-01-12
21.75,-26.75,36.9066123962402,1980-01-13
21.75,-26.75,36.750129699707,1980-01-14
21.75,-26.75,40.0290679931641,1980-01-15
21.75,-26.75,40.1705360412598,1980-01-16
21.75,-26.75,37.1966972351074,1980-01-17
21.75,-26.75,40.8057823181152,1980-01-18
21.75,-26.75,37.2417259216309,1980-01-19
21.75,-26.75,36.5993461608887,1980-01-20
21.75,-26.75,34.394287109375,1980-01-21
21.75,-26.75,37.229679107666,1980-01-22
21.75,-26.75,35.4470710754395,1980-01-23
21.75,-26.75,32.1268768310547,1980-01-24
21.75,-26.75,32.7554054260254,1980-01-25
21.75,-26.75,34.9690017700195,1980-01-26
21.75,-26.75,36.8500823974609,1980-01-27
21.75,-26.75,37.3908004760742,1980-01-28
21.75,-26.75,37.5344161987305,1980-01-29
21.75,-26.75,36.4668731689453,1980-01-30
21.75,-26.75,37.7017478942871,1980-01-31
21.75,-26.75,38.3579521179199,1980-02-01
21.75,-26.75,34.7673110961914,1980-02-02
21.75,-26.75,34.8783226013184,1980-02-03
21.75,-26.75,34.2065086364746,1980-02-04
21.75,-26.75,36.0890426635742,1980-02-05
21.75,-26.75,36.78662109375,1980-02-06
21.75,-26.75,36.6981086730957,1980-02-07
21.75,-26.75,37.5410003662109,1980-02-08
21.75,-26.75,34.301628112793,1980-02-09
21.75,-26.75,26.5612106323242,1980-02-10
21.75,-26.75,31.3694477081299,1980-02-11
21.75,-26.75,32.0108985900879,1980-02-12
21.75,-26.75,37.3010063171387,1980-02-13
21.75,-26.75,38.6092567443848,1980-02-14
21.75,-26.75,38.6695861816406,1980-02-15
21.75,-26.75,35.5597076416016,1980-02-16
21.75,-26.75,31.1797676086426,1980-02-17
21.75,-26.75,35.2648620605469,1980-02-18
21.75,-26.75,34.0575103759766,1980-02-19
21.75,-26.75,34.6189613342285,1980-02-20
21.75,-26.75,36.2589836120605,1980-02-21
21.75,-26.75,34.2421379089355,1980-02-22
21.75,-26.75,35.1383399963379,1980-02-23
21.75,-26.75,33.9985809326172,1980-02-24
21.75,-26.75,34.0917015075684,1980-02-25
21.75,-26.75,36.5236968994141,1980-02-26
21.75,-26.75,34.0724487304688,1980-02-27
21.75,-26.75,27.0681037902832,1980-02-28
21.75,-26.75,31.2732849121094,1980-02-29
21.75,-26.75,32.2715377807617,1980-03-01
21.75,-26.75,32.8890609741211,1980-03-02
21.75,-26.75,34.4988059997559,1980-03-03
21.75,-26.75,32.8340682983398,1980-03-04
21.75,-26.75,34.0653038024902,1980-03-05
21.75,-26.75,32.6529006958008,1980-03-06
21.75,-26.75,30.2377986907959,1980-03-07
21.75,-26.75,30.8991107940674,1980-03-08
21.75,-26.75,31.9517841339111,1980-03-09
21.75,-26.75,34.3173446655273,1980-03-10
21.75,-26.75,30.7519016265869,1980-03-11
21.75,-26.75,27.3533306121826,1980-03-12
21.75,-26.75,25.3481597900391,1980-03-13
21.75,-26.75,25.8334045410156,1980-03-14
21.75,-26.75,26.7544288635254,1980-03-15
21.75,-26.75,30.341365814209,1980-03-16
21.75,-26.75,32.6686477661133,1980-03-17
21.75,-26.75,33.4993476867676,1980-03-18
21.75,-26.75,34.3566932678223,1980-03-19
21.75,-26.75,34.8918647766113,1980-03-20
21.75,-26.75,34.532039642334,1980-03-21
21.75,-26.75,32.5170822143555,1980-03-22
21.75,-26.75,32.9036560058594,1980-03-23
21.75,-26.75,33.7221145629883,1980-03-24
21.75,-26.75,35.2447853088379,1980-03-25
21.75,-26.75,34.5808601379395,1980-03-26
21.75,-26.75,35.819507598877,1980-03-27
21.75,-26.75,35.3577156066895,1980-03-28
21.75,-26.75,35.7820625305176,1980-03-29
21.75,-26.75,35.9428901672363,1980-03-30
21.75,-26.75,34.6704444885254,1980-03-31
21.75,-26.75,32.253734588623,1980-04-01
21.75,-26.75,33.2281723022461,1980-04-02
21.75,-26.75,33.1757659912109,1980-04-03
21.75,-26.75,32.7234039306641,1980-04-04
21.75,-26.75,33.9155158996582,1980-04-05
21.75,-26.75,29.0688457489014,1980-04-06
21.75,-26.75,30.986400604248,1980-04-07
21.75,-26.75,33.3430099487305,1980-04-08
21.75,-26.75,32.5840377807617,1980-04-09
21.75,-26.75,31.1970138549805,1980-04-10
21.75,-26.75,25.6041774749756,1980-04-11
21.75,-26.75,25.6446266174316,1980-04-12
21.75,-26.75,26.6548919677734,1980-04-13
21.75,-26.75,27.9211196899414,1980-04-14
21.75,-26.75,29.5851020812988,1980-04-15
21.75,-26.75,29.5681343078613,1980-04-16
21.75,-26.75,28.4355735778809,1980-04-17
21.75,-26.75,21.3213901519775,1980-04-18
21.75,-26.75,23.503942489624,1980-04-19
21.75,-26.75,26.7699069976807,1980-04-20
21.75,-26.75,29.6989154815674,1980-04-21
21.75,-26.75,30.9644184112549,1980-04-22
21.75,-26.75,28.3901081085205,1980-04-23
21.75,-26.75,27.7249660491943,1980-04-24
21.75,-26.75,28.6009769439697,1980-04-25
21.75,-26.75,30.3327503204346,1980-04-26
21.75,-26.75,31.1100883483887,1980-04-27
21.75,-26.75,24.6847133636475,1980-04-28
21.75,-26.75,28.0788841247559,1980-04-29
21.75,-26.75,28.4544277191162,1980-04-30
21.75,-26.75,29.8848476409912,1980-05-01
21.75,-26.75,29.9934253692627,1980-05-02
21.75,-26.75,29.2866401672363,1980-05-03
21.75,-26.75,30.5760650634766,1980-05-04
21.75,-26.75,31.775671005249,1980-05-05
21.75,-26.75,32.5219421386719,1980-05-06
21.75,-26.75,27.2011814117432,1980-05-07
21.75,-26.75,19.4596557617188,1980-05-08
21.75,-26.75,18.6343994140625,1980-05-09
21.75,-26.75,22.5547542572021,1980-05-10
21.75,-26.75,27.1512851715088,1980-05-11
21.75,-26.75,29.4773292541504,1980-05-12
21.75,-26.75,30.2101135253906,1980-05-13
21.75,-26.75,29.0333633422852,1980-05-14
21.75,-26.75,24.7100353240967,1980-05-15
21.75,-26.75,31.2785930633545,1980-05-16
21.75,-26.75,30.2656230926514,1980-05-17
21.75,-26.75,27.4295921325684,1980-05-18
21.75,-26.75,30.2132301330566,1980-05-19
21.75,-26.75,28.9219608306885,1980-05-20
21.75,-26.75,28.1991024017334,1980-05-21
21.75,-26.75,26.003002166748,1980-05-22
21.75,-26.75,25.893669128418,1980-05-23
21.75,-26.75,25.3112773895264,1980-05-24
21.75,-26.75,20.5213871002197,1980-05-25
21.75,-26.75,20.670991897583,1980-05-26
21.75,-26.75,22.4667682647705,1980-05-27
21.75,-26.75,19.3758277893066,1980-05-28
21.75,-26.75,22.1531085968018,1980-05-29
21.75,-26.75,23.949728012085,1980-05-30
21.75,-26.75,24.265344619751,1980-05-31
21.75,-26.75,24.0312366485596,1980-06-01
21.75,-26.75,22.1626453399658,1980-06-02
21.75,-26.75,23.7293395996094,1980-06-03
21.75,-26.75,24.0394458770752,1980-06-04
21.75,-26.75,23.7783088684082,1980-06-05
21.75,-26.75,24.5629177093506,1980-06-06
21.75,-26.75,22.2531337738037,1980-06-07
21.75,-26.75,22.3569602966309,1980-06-08
21.75,-26.75,25.0257205963135,1980-06-09
21.75,-26.75,25.6743144989014,1980-06-10
21.75,-26.75,25.0747165679932,1980-06-11
21.75,-26.75,24.7904357910156,1980-06-12
21.75,-26.75,23.3537883758545,1980-06-13
21.75,-26.75,23.1422882080078,1980-06-14
