"lon","lat","date","rain"
"23.75","-26.25",1989-03-01,0.807478189468384
"21.25","-28.75",1989-04-01,1.57155466079712
"23.75","-28.75",1989-04-01,2.25887823104858
"21.25","-26.25",1989-04-01,1.66532278060913
"23.75","-26.25",1989-04-01,2.31172370910645
"21.25","-28.75",1989-05-01,0.198344931006432
"23.75","-28.75",1989-05-01,0.434576123952866
"21.25","-26.25",1989-05-01,0.158305257558823
"23.75","-26.25",1989-05-01,0.584023416042328
"21.25","-28.75",1989-06-01,0.0105230119079351
"23.75","-28.75",1989-06-01,0.0294649973511696
"21.25","-26.25",1989-06-01,0.0194417089223862
"23.75","-26.25",1989-06-01,0.121725648641586
"21.25","-28.75",1989-07-01,0.0545216239988804
"23.75","-28.75",1989-07-01,0.0297262333333492
"21.25","-26.25",1989-07-01,0.00517051154747605
"23.75","-26.25",1989-07-01,0.0319937020540237
"21.25","-28.75",1989-08-01,0.00819680467247963
"23.75","-28.75",1989-08-01,0.0219773650169373
"21.25","-26.25",1989-08-01,0.00820949487388134
"23.75","-26.25",1989-08-01,0.0728796273469925
"21.25","-28.75",1989-09-01,0.138369649648666
"23.75","-28.75",1989-09-01,0.308548450469971
"21.25","-26.25",1989-09-01,0.0372811630368233
"23.75","-26.25",1989-09-01,0.028343241661787
"21.25","-28.75",1989-10-01,0.0198277272284031
"23.75","-28.75",1989-10-01,0.0207133255898952
"21.25","-26.25",1989-10-01,0.0536000654101372
"23.75","-26.25",1989-10-01,0.366826951503754
"21.25","-28.75",1989-11-01,0.49136421084404
"23.75","-28.75",1989-11-01,0.933531522750854
"21.25","-26.25",1989-11-01,0.34475439786911
"23.75","-26.25",1989-11-01,1.97486507892609
"21.25","-28.75",1989-12-01,0.0862596556544304
"23.75","-28.75",1989-12-01,0.595752775669098
"21.25","-26.25",1989-12-01,0.368889540433884
"23.75","-26.25",1989-12-01,1.35491394996643
"21.25","-28.75",1990-01-01,0.456209450960159
"23.75","-28.75",1990-01-01,0.998680651187897
"21.25","-26.25",1990-01-01,0.887329816818237
"23.75","-26.25",1990-01-01,1.63051223754883
"21.25","-28.75",1990-02-01,1.65488183498383
"23.75","-28.75",1990-02-01,2.64202642440796
"21.25","-26.25",1990-02-01,1.02707302570343
"23.75","-26.25",1990-02-01,2.68678498268127
"21.25","-28.75",1990-03-01,1.02938890457153
"23.75","-28.75",1990-03-01,1.97407031059265
"21.25","-26.25",1990-03-01,1.40475010871887
"23.75","-26.25",1990-03-01,2.27667665481567
"21.25","-28.75",1990-04-01,1.88549256324768
"23.75","-28.75",1990-04-01,1.7908239364624
"21.25","-26.25",1990-04-01,1.42621064186096
"23.75","-26.25",1990-04-01,2.14145874977112
"21.25","-28.75",1990-05-01,0.0385309457778931
"23.75","-28.75",1990-05-01,0.047137726098299
"21.25","-26.25",1990-05-01,0.0185653083026409
"23.75","-26.25",1990-05-01,0.0544239059090614
"21.25","-28.75",1990-06-01,0.649579107761383
"23.75","-28.75",1990-06-01,0.515015542507172
"21.25","-26.25",1990-06-01,0.103434517979622
"23.75","-26.25",1990-06-01,0.0534509718418121
