"hist","proj","run","rcp","gcm","cutoff"
0.130434782608696,0.954545454545455,"end century","RCP8.5","FIO-ESM",">8 m"
0,0.666666666666667,"mid century","RCP8.5","FIO-ESM",">9 m"
0,0.909090909090909,"end century","RCP8.5","FIO-ESM",">9 m"
0,0.619047619047619,"mid century","RCP8.5","FIO-ESM",">10 m"
0,0.863636363636364,"end century","RCP8.5","FIO-ESM",">10 m"
0.347826086956522,0.714285714285714,"mid century","RCP2.6","NorESM1",">6 m"
0.347826086956522,0.454545454545455,"end century","RCP2.6","NorESM1",">6 m"
0.173913043478261,0.476190476190476,"mid century","RCP2.6","NorESM1",">7 m"
0.173913043478261,0.272727272727273,"end century","RCP2.6","NorESM1",">7 m"
0,0.333333333333333,"mid century","RCP2.6","NorESM1",">8 m"
0,0.227272727272727,"end century","RCP2.6","NorESM1",">8 m"
0,0.19047619047619,"mid century","RCP2.6","NorESM1",">9 m"
0,0.0909090909090909,"end century","RCP2.6","NorESM1",">9 m"
0,0.0476190476190476,"mid century","RCP2.6","NorESM1",">10 m"
0,0.0909090909090909,"end century","RCP2.6","NorESM1",">10 m"
0.304347826086957,1,"mid century","RCP4.5","NorESM1",">6 m"
0.304347826086957,0.954545454545455,"end century","RCP4.5","NorESM1",">6 m"
0.130434782608696,0.952380952380952,"mid century","RCP4.5","NorESM1",">7 m"
0.130434782608696,0.863636363636364,"end century","RCP4.5","NorESM1",">7 m"
0,0.761904761904762,"mid century","RCP4.5","NorESM1",">8 m"
0,0.863636363636364,"end century","RCP4.5","NorESM1",">8 m"
0,0.476190476190476,"mid century","RCP4.5","NorESM1",">9 m"
0,0.681818181818182,"end century","RCP4.5","NorESM1",">9 m"
0,0.285714285714286,"mid century","RCP4.5","NorESM1",">10 m"
0,0.272727272727273,"end century","RCP4.5","NorESM1",">10 m"
0.304347826086957,0.952380952380952,"mid century","RCP6.0","NorESM1",">6 m"
0.304347826086957,0.954545454545455,"end century","RCP6.0","NorESM1",">6 m"
0.173913043478261,0.80952380952381,"mid century","RCP6.0","NorESM1",">7 m"
